play_id,game_id,timestamp,player_id,action_type,shot_type,distance_ft,is_made,quarter,time_remaining
P0004,0042500317,2026-06-01T03:26:10Z,PL_1631096,Jump Ball,2PT,0.0,False,1,PT12M00.00S
P0007,0042500317,2026-06-01T03:26:15Z,PL_1641705,Made Shot,2PT,12.0,False,1,PT11M39.00S
P0008,0042500317,2026-06-01T03:26:20Z,PL_1631096,Turnover,2PT,0.0,False,1,PT11M21.00S
P0008,0042500317,2026-06-01T03:26:25Z,PL_1630170,,2PT,0.0,False,1,PT11M21.00S
P0010,0042500317,2026-06-01T03:26:30Z,PL_1629652,Foul,2PT,0.0,False,1,PT11M17.00S
P0013,0042500317,2026-06-01T03:26:35Z,PL_1630170,Made Shot,2PT,14.0,False,1,PT10M59.00S
P0014,0042500317,2026-06-01T03:26:40Z,PL_1631096,Made Shot,2PT,12.0,False,1,PT10M41.00S
P0016,0042500317,2026-06-01T03:26:45Z,PL_1642264,Made Shot,2PT,1.0,False,1,PT10M33.00S
P0018,0042500317,2026-06-01T03:26:50Z,PL_1628983,Made Shot,2PT,19.0,False,1,PT10M12.00S
P0019,0042500317,2026-06-01T03:26:55Z,PL_1642264,Made Shot,2PT,1.0,False,1,PT09M55.00S
P0021,0042500317,2026-06-01T03:27:00Z,PL_1631096,Missed Shot,2PT,8.0,False,1,PT09M39.00S
P0022,0042500317,2026-06-01T03:27:05Z,PL_1641717,Rebound,2PT,0.0,False,1,PT09M36.00S
P0023,0042500317,2026-06-01T03:27:10Z,PL_1629652,Missed Shot,3PT,25.0,False,1,PT09M30.00S
P0024,0042500317,2026-06-01T03:27:15Z,PL_1610612759,Rebound,2PT,0.0,False,1,PT09M29.00S
P0026,0042500317,2026-06-01T03:27:20Z,PL_1641705,Made Shot,2PT,2.0,False,1,PT09M11.00S
P0028,0042500317,2026-06-01T03:27:25Z,PL_1629652,Missed Shot,3PT,26.0,False,1,PT08M52.00S
P0029,0042500317,2026-06-01T03:27:30Z,PL_1641705,Rebound,2PT,0.0,False,1,PT08M48.00S
P0030,0042500317,2026-06-01T03:27:35Z,PL_1630170,Missed Shot,3PT,0.0,False,1,PT08M42.00S
P0032,0042500317,2026-06-01T03:27:40Z,PL_1628983,Rebound,2PT,0.0,False,1,PT08M38.00S
P0033,0042500317,2026-06-01T03:27:45Z,PL_1628392,Turnover,2PT,0.0,False,1,PT08M26.00S
P0033,0042500317,2026-06-01T03:27:50Z,PL_1641705,,2PT,0.0,False,1,PT08M26.00S
P0035,0042500317,2026-06-01T03:27:55Z,PL_1641717,Foul,2PT,0.0,False,1,PT08M21.00S
P0037,0042500317,2026-06-01T03:28:00Z,PL_1629652,Substitution,2PT,0.0,False,1,PT08M21.00S
P0039,0042500317,2026-06-01T03:28:05Z,PL_1642264,Missed Shot,2PT,13.0,False,1,PT08M12.00S
P0040,0042500317,2026-06-01T03:28:10Z,PL_1628392,Rebound,2PT,0.0,False,1,PT08M10.00S
P0041,0042500317,2026-06-01T03:28:15Z,PL_1628392,Made Shot,2PT,9.0,False,1,PT07M57.00S
P0043,0042500317,2026-06-01T03:28:20Z,PL_1628368,Made Shot,3PT,25.0,False,1,PT07M36.00S
P0045,0042500317,2026-06-01T03:28:25Z,PL_1628983,Turnover,2PT,0.0,False,1,PT07M21.00S
P0045,0042500317,2026-06-01T03:28:30Z,PL_1628368,,2PT,0.0,False,1,PT07M21.00S
P0047,0042500317,2026-06-01T03:28:35Z,PL_1630170,Missed Shot,3PT,26.0,False,1,PT07M14.00S
P0048,0042500317,2026-06-01T03:28:40Z,PL_1628392,Rebound,2PT,0.0,False,1,PT07M09.00S
P0049,0042500317,2026-06-01T03:28:45Z,PL_1628983,Made Shot,2PT,5.0,False,1,PT06M56.00S
P0050,0042500317,2026-06-01T03:28:50Z,PL_1630577,Made Shot,3PT,28.0,False,1,PT06M51.00S
P0052,0042500317,2026-06-01T03:28:55Z,PL_1627936,Turnover,2PT,0.0,False,1,PT06M38.00S
P0052,0042500317,2026-06-01T03:29:00Z,PL_1628368,,2PT,0.0,False,1,PT06M38.00S
P0054,0042500317,2026-06-01T03:29:05Z,PL_1630170,Missed Shot,2PT,2.0,False,1,PT06M34.00S
P0055,0042500317,2026-06-01T03:29:10Z,PL_1642264,Rebound,2PT,0.0,False,1,PT06M33.00S
P0056,0042500317,2026-06-01T03:29:15Z,PL_1642264,Made Shot,2PT,0.0,False,1,PT06M33.00S
P0057,0042500317,2026-06-01T03:29:20Z,PL_1610612760,Timeout,2PT,0.0,False,1,PT06M33.00S
P0058,0042500317,2026-06-01T03:29:25Z,PL_1631096,Substitution,2PT,0.0,False,1,PT06M33.00S
P0059,0042500317,2026-06-01T03:29:30Z,PL_1641705,Substitution,2PT,0.0,False,1,PT06M33.00S
P0060,0042500317,2026-06-01T03:29:35Z,PL_1628368,Substitution,2PT,0.0,False,1,PT06M33.00S
P0064,0042500317,2026-06-01T03:29:40Z,PL_1641717,Missed Shot,3PT,27.0,False,1,PT06M20.00S
P0065,0042500317,2026-06-01T03:29:45Z,PL_1628392,Rebound,2PT,0.0,False,1,PT06M16.00S
P0066,0042500317,2026-06-01T03:29:50Z,PL_1642272,Missed Shot,3PT,25.0,False,1,PT06M14.00S
P0067,0042500317,2026-06-01T03:29:55Z,PL_1641717,Rebound,2PT,0.0,False,1,PT06M14.00S
P0068,0042500317,2026-06-01T03:30:00Z,PL_1641717,Made Shot,3PT,0.0,False,1,PT06M04.00S
P0070,0042500317,2026-06-01T03:30:05Z,PL_1630170,Made Shot,3PT,26.0,False,1,PT05M51.00S
P0072,0042500317,2026-06-01T03:30:10Z,PL_1627936,Made Shot,2PT,1.0,False,1,PT05M42.00S
P0073,0042500317,2026-06-01T03:30:15Z,PL_1642264,Made Shot,2PT,3.0,False,1,PT05M30.00S
P0074,0042500317,2026-06-01T03:30:20Z,PL_1628983,Foul,2PT,0.0,False,1,PT05M30.00S
P0076,0042500317,2026-06-01T03:30:25Z,PL_1642264,Free Throw,FT,0.0,False,1,PT05M30.00S
P0077,0042500317,2026-06-01T03:30:30Z,PL_1628392,Turnover,2PT,0.0,False,1,PT05M15.00S
P0077,0042500317,2026-06-01T03:30:35Z,PL_1630577,,2PT,0.0,False,1,PT05M15.00S
P0079,0042500317,2026-06-01T03:30:40Z,PL_1630577,Made Shot,3PT,24.0,False,1,PT05M07.00S
P0081,0042500317,2026-06-01T03:30:45Z,PL_1642272,Made Shot,2PT,4.0,False,1,PT04M48.00S
P0082,0042500317,2026-06-01T03:30:50Z,PL_1642264,Missed Shot,3PT,25.0,False,1,PT04M33.00S
P0083,0042500317,2026-06-01T03:30:55Z,PL_1627936,Rebound,2PT,0.0,False,1,PT04M30.00S
P0084,0042500317,2026-06-01T03:31:00Z,PL_1642272,Made Shot,3PT,0.0,False,1,PT04M25.00S
P0086,0042500317,2026-06-01T03:31:05Z,PL_1610612759,Timeout,2PT,0.0,False,1,PT04M24.00S
P0088,0042500317,2026-06-01T03:31:10Z,PL_1641717,Substitution,2PT,0.0,False,1,PT04M24.00S
P0089,0042500317,2026-06-01T03:31:15Z,PL_1628392,Substitution,2PT,0.0,False,1,PT04M24.00S
P0090,0042500317,2026-06-01T03:31:20Z,PL_1630577,Substitution,2PT,0.0,False,1,PT04M24.00S
P0091,0042500317,2026-06-01T03:31:25Z,PL_1628436,Substitution,2PT,0.0,False,1,PT04M24.00S
P0096,0042500317,2026-06-01T03:31:30Z,PL_1642264,Missed Shot,2PT,4.0,False,1,PT04M07.00S
P0097,0042500317,2026-06-01T03:31:35Z,PL_1631119,Rebound,2PT,0.0,False,1,PT04M05.00S
P0098,0042500317,2026-06-01T03:31:40Z,PL_1631096,Turnover,2PT,0.0,False,1,PT04M00.00S
P0098,0042500317,2026-06-01T03:31:45Z,PL_1629640,,2PT,0.0,False,1,PT04M00.00S
P0100,0042500317,2026-06-01T03:31:50Z,PL_1642264,Turnover,2PT,0.0,False,1,PT03M54.00S
P0100,0042500317,2026-06-01T03:31:55Z,PL_1642272,,2PT,0.0,False,1,PT03M54.00S
P0102,0042500317,2026-06-01T03:32:00Z,PL_1642844,Foul,2PT,0.0,False,1,PT03M49.00S
P0104,0042500317,2026-06-01T03:32:05Z,PL_1628983,Free Throw,FT,0.0,False,1,PT03M49.00S
P0105,0042500317,2026-06-01T03:32:10Z,PL_1642264,Substitution,2PT,0.0,False,1,PT03M49.00S
P0107,0042500317,2026-06-01T03:32:15Z,PL_1628983,Free Throw,FT,0.0,False,1,PT03M49.00S
P0108,0042500317,2026-06-01T03:32:20Z,PL_1641705,Missed Shot,2PT,22.0,False,1,PT03M26.00S
P0109,0042500317,2026-06-01T03:32:25Z,PL_1628983,Rebound,2PT,0.0,False,1,PT03M23.00S
P0110,0042500317,2026-06-01T03:32:30Z,PL_1628983,Missed Shot,3PT,25.0,False,1,PT03M07.00S
P0111,0042500317,2026-06-01T03:32:35Z,PL_1631119,Rebound,2PT,0.0,False,1,PT03M05.00S
P0112,0042500317,2026-06-01T03:32:40Z,PL_1631119,Missed Shot,3PT,25.0,False,1,PT02M56.00S
P0113,0042500317,2026-06-01T03:32:45Z,PL_1630170,Rebound,2PT,0.0,False,1,PT02M53.00S
P0114,0042500317,2026-06-01T03:32:50Z,PL_1630170,Missed Shot,2PT,10.0,False,1,PT02M42.00S
P0115,0042500317,2026-06-01T03:32:55Z,PL_1631119,Rebound,2PT,0.0,False,1,PT02M40.00S
P0116,0042500317,2026-06-01T03:33:00Z,PL_1642272,Missed Shot,3PT,25.0,False,1,PT02M34.00S
P0117,0042500317,2026-06-01T03:33:05Z,PL_1631096,Rebound,2PT,0.0,False,1,PT02M32.00S
P0118,0042500317,2026-06-01T03:33:10Z,PL_1629640,Foul,2PT,0.0,False,1,PT02M32.00S
P0120,0042500317,2026-06-01T03:33:15Z,PL_1631119,Substitution,2PT,0.0,False,1,PT02M32.00S
P0122,0042500317,2026-06-01T03:33:20Z,PL_1629026,Missed Shot,3PT,26.0,False,1,PT02M22.00S
P0123,0042500317,2026-06-01T03:33:25Z,PL_1641705,Rebound,2PT,0.0,False,1,PT02M18.00S
P0124,0042500317,2026-06-01T03:33:30Z,PL_1642844,Made Shot,2PT,3.0,False,1,PT02M07.00S
P0125,0042500317,2026-06-01T03:33:35Z,PL_1628983,Missed Shot,2PT,8.0,False,1,PT01M53.00S
P0126,0042500317,2026-06-01T03:33:40Z,PL_1630170,Rebound,2PT,0.0,False,1,PT01M51.00S
P0127,0042500317,2026-06-01T03:33:45Z,PL_1642272,Foul,2PT,0.0,False,1,PT01M49.00S
P0129,0042500317,2026-06-01T03:33:50Z,PL_1630170,Free Throw,FT,0.0,False,1,PT01M49.00S
P0130,0042500317,2026-06-01T03:33:55Z,PL_1642844,Substitution,2PT,0.0,False,1,PT01M49.00S
P0132,0042500317,2026-06-01T03:34:00Z,PL_1630170,Free Throw,FT,0.0,False,1,PT01M49.00S
P0133,0042500317,2026-06-01T03:34:05Z,PL_1627936,Missed Shot,3PT,24.0,False,1,PT01M25.00S
P0134,0042500317,2026-06-01T03:34:10Z,PL_1641705,Rebound,2PT,0.0,False,1,PT01M20.00S
P0135,0042500317,2026-06-01T03:34:15Z,PL_1630577,Turnover,2PT,0.0,False,1,PT01M12.00S
P0136,0042500317,2026-06-01T03:34:20Z,PL_1631096,Substitution,2PT,0.0,False,1,PT01M12.00S
P0137,0042500317,2026-06-01T03:34:25Z,PL_1629640,Substitution,2PT,0.0,False,1,PT01M12.00S
P0138,0042500317,2026-06-01T03:34:30Z,PL_1630170,Substitution,2PT,0.0,False,1,PT01M12.00S
P0142,0042500317,2026-06-01T03:34:35Z,PL_1627936,Missed Shot,3PT,25.0,False,1,PT00M53.80S
P0143,0042500317,2026-06-01T03:34:40Z,PL_1629026,Rebound,2PT,0.0,False,1,PT00M53.10S
P0144,0042500317,2026-06-01T03:34:45Z,PL_1629026,Made Shot,2PT,0.0,False,1,PT00M53.10S
P0145,0042500317,2026-06-01T03:34:50Z,PL_1641705,Foul,2PT,0.0,False,1,PT00M40.20S
P0150,0042500317,2026-06-01T03:34:55Z,PL_1641705,Turnover,2PT,0.0,False,1,PT00M40.20S
P0147,0042500317,2026-06-01T03:35:00Z,PL_1610612760,Timeout,2PT,0.0,False,1,PT00M40.20S
P0148,0042500317,2026-06-01T03:35:05Z,PL_1627327,Foul,2PT,0.0,False,1,PT00M40.20S
P0149,0042500317,2026-06-01T03:35:10Z,PL_145,Instant Replay,2PT,0.0,False,1,PT00M40.20S
P0151,0042500317,2026-06-01T03:35:15Z,PL_1627936,Substitution,2PT,0.0,False,1,PT00M40.20S
P0153,0042500317,2026-06-01T03:35:20Z,PL_1641705,Free Throw,FT,0.0,False,1,PT00M40.20S
P0154,0042500317,2026-06-01T03:35:25Z,PL_1642272,Missed Shot,2PT,2.0,False,1,PT00M22.50S
P0155,0042500317,2026-06-01T03:35:30Z,PL_1610612760,Rebound,2PT,0.0,False,1,PT00M22.50S
P0156,0042500317,2026-06-01T03:35:35Z,PL_1642264,Foul,2PT,0.0,False,1,PT00M22.50S
P0158,0042500317,2026-06-01T03:35:40Z,PL_1642272,Made Shot,3PT,26.0,False,1,PT00M15.80S
P0160,0042500317,2026-06-01T03:35:45Z,PL_1628368,Missed Shot,3PT,0.0,False,1,PT00M03.90S
P0161,0042500317,2026-06-01T03:35:50Z,PL_1641717,Rebound,2PT,0.0,False,1,PT00M00.80S
P0163,0042500317,2026-06-01T03:36:00Z,PL_1610612760,Rebound,2PT,0.0,False,1,PT00M00.10S
